segment,label,text,video,segment2,session,dialog,frames_num,wav_num
Ses05F_impro04_M013,N, Have you?  There's got to be something else.,Ses05F_impro04,Mses05Aimprov04x13N,Session5,Session5/dialogAimprov04,114.0,60640
Ses05F_impro04_F015,S, I'm just so scared to start over I mean.  I put so much time and energy into being here.,Ses05F_impro04,Fses05Aimprov04x15S,Session5,Session5/dialogAimprov04,261.0,139520
Ses05F_impro04_F016,S," Where am I supposed to go?  I mean, like what?",Ses05F_impro04,Fses05Aimprov04x16S,Session5,Session5/dialogAimprov04,118.0,62753
Ses05F_impro04_M015,N," If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it.",Ses05F_impro04,Mses05Aimprov04x15N,Session5,Session5/dialogAimprov04,217.0,115519
Ses05F_impro04_F017,S, I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,Ses05F_impro04,Fses05Aimprov04x17S,Session5,Session5/dialogAimprov04,175.0,93600
Ses05F_impro04_M016,N," Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",Ses05F_impro04,Mses05Aimprov04x16N,Session5,Session5/dialogAimprov04,185.0,98720
Ses05F_impro04_M017,N," Well, you know I'm not going to let you starve.",Ses05F_impro04,Mses05Aimprov04x17N,Session5,Session5/dialogAimprov04,135.0,71840
Ses05F_impro04_F019,S, I'm just worried.,Ses05F_impro04,Fses05Aimprov04x19S,Session5,Session5/dialogAimprov04,64.0,33919
Ses05F_impro04_M020,N," It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-",Ses05F_impro04,Mses05Aimprov04x20N,Session5,Session5/dialogAimprov04,500.0,266720
Ses05F_impro04_F022,S, That's really hard to hear.,Ses05F_impro04,Fses05Aimprov04x22S,Session5,Session5/dialogAimprov04,66.0,35039
Ses05F_impro04_F023,S, I feel like I have faith and now faith is running thin because there is no money.,Ses05F_impro04,Fses05Aimprov04x23S,Session5,Session5/dialogAimprov04,175.0,93600
Ses05F_impro04_M022,N," Well, exactly.  Money is not everything.",Ses05F_impro04,Mses05Aimprov04x22N,Session5,Session5/dialogAimprov04,118.0,63039
Ses05F_impro04_M024,N, You know I would never let that happen.  I wouldn't let that happen.,Ses05F_impro04,Mses05Aimprov04x24N,Session5,Session5/dialogAimprov04,124.0,66079
Ses05F_impro04_M025,N," You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will.",Ses05F_impro04,Mses05Aimprov04x25N,Session5,Session5/dialogAimprov04,383.0,204319
Ses05F_impro04_M026,N, But you have to keep trying.  You can't give up.,Ses05F_impro04,Mses05Aimprov04x26N,Session5,Session5/dialogAimprov04,147.0,78239
Ses05F_impro04_M027,N," And you've got to think--well, ask yourself why are they not hiring you?",Ses05F_impro04,Mses05Aimprov04x27N,Session5,Session5/dialogAimprov04,121.0,64319
Ses05F_impro04_M028,N, I mean are you going in for interviews?,Ses05F_impro04,Mses05Aimprov04x28N,Session5,Session5/dialogAimprov04,66.0,35519
Ses05F_impro04_M029,N, Are you presenting-,Ses05F_impro04,Mses05Aimprov04x29N,Session5,Session5/dialogAimprov04,41.0,21920
Ses05F_impro04_M030,N, putting your best foot forward? or you,Ses05F_impro04,Mses05Aimprov04x30N,Session5,Session5/dialogAimprov04,57.0,30720
Ses05F_impro04_M031,N," Do they seem to like you? I mean, Can you get any read from them?",Ses05F_impro04,Mses05Aimprov04x31N,Session5,Session5/dialogAimprov04,120.0,64000
Ses05F_impro04_M032,N, Have you ever called them back and asked why you didn't get the job?,Ses05F_impro04,Mses05Aimprov04x32N,Session5,Session5/dialogAimprov04,111.0,59520
Ses05F_impro04_M033,N, Do they give you any specifics as to why they didn't go with you?,Ses05F_impro04,Mses05Aimprov04x33N,Session5,Session5/dialogAimprov04,102.0,54400
Ses05F_impro04_M034,N," Yeah, I understand. maybe What jobs are we talking about?",Ses05F_impro04,Mses05Aimprov04x34N,Session5,Session5/dialogAimprov04,197.0,104800
Ses05F_impro04_M035,N, Like- What's your ideal job?  What do you want to do?,Ses05F_impro04,Mses05Aimprov04x35N,Session5,Session5/dialogAimprov04,96.0,50880
Ses05F_impro04_F038,N," Well, I'd like to be a working actor.",Ses05F_impro04,Fses05Aimprov04x38N,Session5,Session5/dialogAimprov04,81.0,43039
Ses05F_impro04_M036,N, Of course.,Ses05F_impro04,Mses05Aimprov04x36N,Session5,Session5/dialogAimprov04,50.0,26560
Ses05F_impro04_F039,N, But um--,Ses05F_impro04,Fses05Aimprov04x39N,Session5,Session5/dialogAimprov04,79.0,42079
Ses05F_impro04_M037,N," Everyone wants to be a working actor, but they all work at something else.",Ses05F_impro04,Mses05Aimprov04x37N,Session5,Session5/dialogAimprov04,105.0,55840
Ses05F_impro04_F040,N, Yeah.,Ses05F_impro04,Fses05Aimprov04x40N,Session5,Session5/dialogAimprov04,43.0,23199
Ses05F_impro04_M038,N, So what's the something else?,Ses05F_impro04,Mses05Aimprov04x38N,Session5,Session5/dialogAimprov04,67.0,35680
Ses05F_impro04_F041,N," Bartending, catering.",Ses05F_impro04,Fses05Aimprov04x41N,Session5,Session5/dialogAimprov04,77.0,40800
Ses05F_impro04_M039,N," You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back.",Ses05F_impro04,Mses05Aimprov04x39N,Session5,Session5/dialogAimprov04,358.0,190720
Ses05F_impro04_F042,S, Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.,Ses05F_impro04,Fses05Aimprov04x42S,Session5,Session5/dialogAimprov04,253.0,134719
Ses05F_impro04_M040,N, If I- If you- Will you stick with it?,Ses05F_impro04,Mses05Aimprov04x40N,Session5,Session5/dialogAimprov04,94.0,50240
Ses05F_impro04_F043,N, yeah.,Ses05F_impro04,Fses05Aimprov04x43N,Session5,Session5/dialogAimprov04,39.0,20960
Ses05F_impro04_M041,N," Okay.  Okay, I'll call some people.",Ses05F_impro04,Mses05Aimprov04x41N,Session5,Session5/dialogAimprov04,127.0,68073
Ses05F_impro04_F044,N, Thank you.,Ses05F_impro04,Fses05Aimprov04x44N,Session5,Session5/dialogAimprov04,44.0,23679
Ses05F_impro04_M042,N," But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?",Ses05F_impro04,Mses05Aimprov04x42N,Session5,Session5/dialogAimprov04,150.0,80319
Ses05F_impro04_F045,N," I will, I will.",Ses05F_impro04,Fses05Aimprov04x45N,Session5,Session5/dialogAimprov04,61.0,32479
Ses05F_impro04_M043,N, You know I'll always help you.,Ses05F_impro04,Mses05Aimprov04x43N,Session5,Session5/dialogAimprov04,62.0,32959
Ses05F_impro05_F000,N," Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",Ses05F_impro05,Fses05Aimprov05x00N,Session5,Session5/dialogAimprov05,279.0,148800
Ses05F_impro05_M000,N," Okay, what flight were you on?",Ses05F_impro05,Mses05Aimprov05x00N,Session5,Session5/dialogAimprov05,63.0,33440
Ses05F_impro05_F001,N, Um-Seventeen. Coming from --,Ses05F_impro05,Fses05Aimprov05x01N,Session5,Session5/dialogAimprov05,107.0,57224
Ses05F_impro05_M001,N, On what airline?,Ses05F_impro05,Mses05Aimprov05x01N,Session5,Session5/dialogAimprov05,64.0,34240
Ses05F_impro05_F002,N, It was Virgin Atlantic coming from London.,Ses05F_impro05,Fses05Aimprov05x02N,Session5,Session5/dialogAimprov05,80.0,42876
Ses05F_impro05_M002,N," From London, okay. Um- And you went through all your proper checkpoints?",Ses05F_impro05,Mses05Aimprov05x02N,Session5,Session5/dialogAimprov05,212.0,113012
Ses05F_impro05_M003,N, So you haven't seen your bags since Africa. You flew threw Heath Row to here.,Ses05F_impro05,Mses05Aimprov05x03N,Session5,Session5/dialogAimprov05,143.0,76263
Ses05F_impro05_F004,N, Right.,Ses05F_impro05,Fses05Aimprov05x04N,Session5,Session5/dialogAimprov05,41.0,21920
Ses05F_impro05_F005,N, Yeah.,Ses05F_impro05,Fses05Aimprov05x05N,Session5,Session5/dialogAimprov05,39.0,20480
Ses05F_impro05_M004,N," Okay.  Well, let me see here. I-",Ses05F_impro05,Mses05Aimprov05x04N,Session5,Session5/dialogAimprov05,118.0,62964
Ses05F_impro05_M005,N, It seems like it went through Heath Row.  I see it here. uh-,Ses05F_impro05,Mses05Aimprov05x05N,Session5,Session5/dialogAimprov05,140.0,74944
Ses05F_impro05_F006,N, That's good.,Ses05F_impro05,Fses05Aimprov05x06N,Session5,Session5/dialogAimprov05,38.0,20526
Ses05F_impro05_M006,N, But uh- I don't see it here in the airport yet. uh,Ses05F_impro05,Mses05Aimprov05x06N,Session5,Session5/dialogAimprov05,146.0,77813
Ses05F_impro05_M007,N, I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,Ses05F_impro05,Mses05Aimprov05x07N,Session5,Session5/dialogAimprov05,121.0,64610
Ses05F_impro05_F007,N," Well, I can't leave without it. I mean, Could you find out?",Ses05F_impro05,Fses05Aimprov05x07N,Session5,Session5/dialogAimprov05,160.0,85632
Ses05F_impro05_M008,N," Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.",Ses05F_impro05,Mses05Aimprov05x08N,Session5,Session5/dialogAimprov05,212.0,112959
Ses05F_impro05_M009,N," Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",Ses05F_impro05,Mses05Aimprov05x09N,Session5,Session5/dialogAimprov05,260.0,138693
Ses05F_impro05_M010,N," Okay, and what is that?  What kind of bag is it?",Ses05F_impro05,Mses05Aimprov05x10N,Session5,Session5/dialogAimprov05,133.0,70559
Ses05F_impro05_F010,N, Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,Ses05F_impro05,Fses05Aimprov05x10N,Session5,Session5/dialogAimprov05,214.0,113759
Ses05F_impro05_M012,N, Are you sure?,Ses05F_impro05,Mses05Aimprov05x12N,Session5,Session5/dialogAimprov05,53.0,28159
Ses05F_impro05_M014,N," All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",Ses05F_impro05,Mses05Aimprov05x14N,Session5,Session5/dialogAimprov05,364.0,194079
Ses05F_impro05_M015,N, Sentimental value.,Ses05F_impro05,Mses05Aimprov05x15N,Session5,Session5/dialogAimprov05,60.0,32159
Ses05F_impro05_M016,N," Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",Ses05F_impro05,Mses05Aimprov05x16N,Session5,Session5/dialogAimprov05,290.0,154560
Ses05F_impro05_M017,N," No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",Ses05F_impro05,Mses05Aimprov05x17N,Session5,Session5/dialogAimprov05,233.0,123968
Ses05F_impro05_M018,N," Well, you know, sometimes that's--really, I mean what else could we do?",Ses05F_impro05,Mses05Aimprov05x18N,Session5,Session5/dialogAimprov05,172.0,91430
Ses05F_impro05_F018,A, Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,Ses05F_impro05,Fses05Aimprov05x18A,Session5,Session5/dialogAimprov05,251.0,133920
Ses05F_impro05_M019,N," Well,",Ses05F_impro05,Mses05Aimprov05x19N,Session5,Session5/dialogAimprov05,33.0,17759
Ses05F_impro05_M022,N," Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",Ses05F_impro05,Mses05Aimprov05x22N,Session5,Session5/dialogAimprov05,198.0,105908
Ses05F_impro05_M023,N," Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",Ses05F_impro05,Mses05Aimprov05x23N,Session5,Session5/dialogAimprov05,165.0,87875
Ses05F_impro05_F019,A," No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",Ses05F_impro05,Fses05Aimprov05x19A,Session5,Session5/dialogAimprov05,146.0,77760
Ses05F_impro05_F020,A," Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",Ses05F_impro05,Fses05Aimprov05x20A,Session5,Session5/dialogAimprov05,259.0,138079
Ses05F_impro05_M025,N," Well, we're talking about one bag.  You personally made it here, didn't you?",Ses05F_impro05,Mses05Aimprov05x25N,Session5,Session5/dialogAimprov05,149.0,79199
Ses05F_impro05_F021,A," Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",Ses05F_impro05,Fses05Aimprov05x21A,Session5,Session5/dialogAimprov05,413.0,220319
Ses05F_impro05_F022,A," Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",Ses05F_impro05,Fses05Aimprov05x22A,Session5,Session5/dialogAimprov05,171.0,91469
Ses05F_impro05_F023,A, And that you're going to transport them safely from one place to another.,Ses05F_impro05,Fses05Aimprov05x23A,Session5,Session5/dialogAimprov05,117.0,62210
Ses05F_impro05_F024,A," That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",Ses05F_impro05,Fses05Aimprov05x24A,Session5,Session5/dialogAimprov05,176.0,93790
Ses05F_impro05_M030,N," Well, I understand that.  Did you buy flight insurance?",Ses05F_impro05,Mses05Aimprov05x30N,Session5,Session5/dialogAimprov05,83.0,44110
Ses05F_impro05_M031,N," Well, my hands are really tied then.",Ses05F_impro05,Mses05Aimprov05x31N,Session5,Session5/dialogAimprov05,119.0,63359
Ses05F_impro05_M032,N," Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",Ses05F_impro05,Mses05Aimprov05x32N,Session5,Session5/dialogAimprov05,200.0,106560
Ses05F_impro05_M033,N," Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?",Ses05F_impro05,Mses05Aimprov05x33N,Session5,Session5/dialogAimprov05,231.0,123199
Ses05F_impro05_M034,N," Uh, so it was really heavy.",Ses05F_impro05,Mses05Aimprov05x34N,Session5,Session5/dialogAimprov05,86.0,46239
Ses05F_impro05_M036,N," I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",Ses05F_impro05,Mses05Aimprov05x36N,Session5,Session5/dialogAimprov05,202.0,108000
Ses05F_impro05_F031,A, I don't believe that for a second.,Ses05F_impro05,Fses05Aimprov05x31A,Session5,Session5/dialogAimprov05,69.0,36800
Ses05F_impro05_M037,N, Well I don't know why you wouldn't believe that.,Ses05F_impro05,Mses05Aimprov05x37N,Session5,Session5/dialogAimprov05,70.0,37599
Ses05F_impro05_M039,N," Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",Ses05F_impro05,Mses05Aimprov05x39N,Session5,Session5/dialogAimprov05,203.0,108159
Ses05F_impro05_F033,A, What do you mean as you can?  Who makes up these rules?,Ses05F_impro05,Fses05Aimprov05x33A,Session5,Session5/dialogAimprov05,110.0,59039
Ses05F_impro05_M040,N, makes up?,Ses05F_impro05,Mses05Aimprov05x40N,Session5,Session5/dialogAimprov05,44.0,23360
Ses05F_impro05_F034,A, You're an autono- autonomous human being.  You could- You could go into the com-,Ses05F_impro05,Fses05Aimprov05x34A,Session5,Session5/dialogAimprov05,152.0,80959
Ses05F_impro05_M041,N," The airline makes these rules, mom ma'am.",Ses05F_impro05,Mses05Aimprov05x41N,Session5,Session5/dialogAimprov05,91.0,48800
Ses05F_impro05_F041,A," No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",Ses05F_impro05,Fses05Aimprov05x41A,Session5,Session5/dialogAimprov05,289.0,154399
Ses05F_impro05_M048,N, Right.,Ses05F_impro05,Mses05Aimprov05x48N,Session5,Session5/dialogAimprov05,41.0,22079
Ses05F_impro05_F042,A, It's not like I can go to Kmart and buy another.,Ses05F_impro05,Fses05Aimprov05x42A,Session5,Session5/dialogAimprov05,90.0,48319
Ses05F_impro05_M050,N," And while I really would love to be able to hand you your bag right now, obviously I can't do that.",Ses05F_impro05,Mses05Aimprov05x50N,Session5,Session5/dialogAimprov05,157.0,83680
Ses05F_impro05_M051,N, So you'd like the fifty dollar voucher?,Ses05F_impro05,Mses05Aimprov05x51N,Session5,Session5/dialogAimprov05,76.0,40479
Ses05F_impro05_M052,N," Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",Ses05F_impro05,Mses05Aimprov05x52N,Session5,Session5/dialogAimprov05,301.0,160639
Ses05F_impro05_M053,N, You have a wonderful day.,Ses05F_impro05,Mses05Aimprov05x53N,Session5,Session5/dialogAimprov05,52.0,30079
Ses05F_impro06_F000,S, A good friend of mine passed away the other day.,Ses05F_impro06,Fses05Aimprov06x00S,Session5,Session5/dialogAimprov06,162.0,86348
Ses05F_impro06_M001,S," Oh no, I'm so sorry. What happened?",Ses05F_impro06,Mses05Aimprov06x01S,Session5,Session5/dialogAimprov06,161.0,85877
Ses05F_impro06_F001,S," Oh they had some pretty progressive cancer,",Ses05F_impro06,Fses05Aimprov06x01S,Session5,Session5/dialogAimprov06,189.0,100928
Ses05F_impro06_F002,S," metastasized and it was old and they knew that it wasn't looking good, but-",Ses05F_impro06,Fses05Aimprov06x02S,Session5,Session5/dialogAimprov06,229.0,122135
Ses05F_impro06_M002,S, That's the worst.  I'm so sorry.  Did you know him well?,Ses05F_impro06,Mses05Aimprov06x02S,Session5,Session5/dialogAimprov06,211.0,112959
Ses05F_impro06_F003,S, Yeah.  We were.  Pretty close.,Ses05F_impro06,Fses05Aimprov06x03S,Session5,Session5/dialogAimprov06,134.0,71199
Ses05F_impro06_F004,S, [BREATHING],Ses05F_impro06,Fses05Aimprov06x04S,Session5,Session5/dialogAimprov06,44.0,23679
Ses05F_impro06_M003,S," I am so sorry,  It's-",Ses05F_impro06,Mses05Aimprov06x03S,Session5,Session5/dialogAimprov06,111.0,59359
Ses05F_impro06_M004,S, It's the worst when they go like that. [GARBAGE] Was he young?,Ses05F_impro06,Mses05Aimprov06x04S,Session5,Session5/dialogAimprov06,108.0,58079
Ses05F_impro06_F005,S, Kind of.,Ses05F_impro06,Fses05Aimprov06x05S,Session5,Session5/dialogAimprov06,41.0,21760
Ses05F_impro06_F006,S," It's hard to watch when it's painful for them, you know.",Ses05F_impro06,Fses05Aimprov06x06S,Session5,Session5/dialogAimprov06,130.0,69280
Ses05F_impro06_M005,S," Absolutely, absolutely.",Ses05F_impro06,Mses05Aimprov06x05S,Session5,Session5/dialogAimprov06,83.0,44159
Ses05F_impro06_M006,S, It's the think,Ses05F_impro06,Mses05Aimprov06x06S,Session5,Session5/dialogAimprov06,43.0,23039
Ses05F_impro06_F007,S," I just, I don't know.",Ses05F_impro06,Fses05Aimprov06x07S,Session5,Session5/dialogAimprov06,59.0,31520
Ses05F_impro06_M007,S, There's no reason for it.,Ses05F_impro06,Mses05Aimprov06x07S,Session5,Session5/dialogAimprov06,53.0,28000
Ses05F_impro06_F008,S, I know.,Ses05F_impro06,Fses05Aimprov06x08S,Session5,Session5/dialogAimprov06,71.0,37760
Ses05F_impro06_F009,S, And he could of...  He was pretty awesome,Ses05F_impro06,Fses05Aimprov06x09S,Session5,Session5/dialogAimprov06,121.0,64479
Ses05F_impro06_M008,S, Yeah?  What'd he do?  What did they do?  How'd you know him?,Ses05F_impro06,Mses05Aimprov06x08S,Session5,Session5/dialogAimprov06,199.0,105760
Ses05F_impro06_F010,S," Uh,  We grew up together.",Ses05F_impro06,Fses05Aimprov06x10S,Session5,Session5/dialogAimprov06,73.0,38719
Ses05F_impro06_M009,S, yeah.,Ses05F_impro06,Mses05Aimprov06x09S,Session5,Session5/dialogAimprov06,45.0,24159
Ses05F_impro06_M010,N," Is he an actor too, or-?",Ses05F_impro06,Mses05Aimprov06x10N,Session5,Session5/dialogAimprov06,76.0,40960
Ses05F_impro06_F011,S," Yeah, he kind of did a lot of things, but we acted together, sometimes.",Ses05F_impro06,Fses05Aimprov06x11S,Session5,Session5/dialogAimprov06,227.0,121279
Ses05F_impro06_F012,S," I feel really bad for his family, you know.",Ses05F_impro06,Fses05Aimprov06x12S,Session5,Session5/dialogAimprov06,124.0,66079
Ses05F_impro06_M011,S," Yes of course, of course.",Ses05F_impro06,Mses05Aimprov06x11S,Session5,Session5/dialogAimprov06,65.0,34720
Ses05F_impro06_F013,S," It must be really, really hard to lose a child.",Ses05F_impro06,Fses05Aimprov06x13S,Session5,Session5/dialogAimprov06,95.0,50720
Ses05F_impro06_M012,N, Was he very close to his family?,Ses05F_impro06,Mses05Aimprov06x12N,Session5,Session5/dialogAimprov06,78.0,41439
Ses05F_impro06_F014,S," Yeah.  And they were really supportive, like through the whole process, but-",Ses05F_impro06,Fses05Aimprov06x14S,Session5,Session5/dialogAimprov06,163.0,86880
Ses05F_impro06_M013,N, yeah.,Ses05F_impro06,Mses05Aimprov06x13N,Session5,Session5/dialogAimprov06,51.0,26843
Ses05F_impro06_F015,S, [BREATHING],Ses05F_impro06,Fses05Aimprov06x15S,Session5,Session5/dialogAimprov06,50.0,26560
Ses05F_impro06_F016,S, I can't imagine what his- what his parents are going through.,Ses05F_impro06,Fses05Aimprov06x16S,Session5,Session5/dialogAimprov06,144.0,76640
Ses05F_impro06_M014,S, Of course not.  You have no idea what it's like to lose a kid.,Ses05F_impro06,Mses05Aimprov06x14S,Session5,Session5/dialogAimprov06,140.0,74720
Ses05F_impro06_F017,S," Yeah, I'm just going to miss him.",Ses05F_impro06,Fses05Aimprov06x17S,Session5,Session5/dialogAimprov06,104.0,55199
Ses05F_impro06_F018,S, Thank you.,Ses05F_impro06,Fses05Aimprov06x18S,Session5,Session5/dialogAimprov06,45.0,24159
Ses05F_impro06_M017,N, Is there a funeral planned? or-,Ses05F_impro06,Mses05Aimprov06x17N,Session5,Session5/dialogAimprov06,85.0,45600
Ses05F_impro06_F019,S," Yeah, they're going to do some sort of memorial service or something.",Ses05F_impro06,Fses05Aimprov06x19S,Session5,Session5/dialogAimprov06,153.0,81600
Ses05F_impro06_M018,N," Cool, Well, If you want me to go with you, I will.",Ses05F_impro06,Mses05Aimprov06x18N,Session5,Session5/dialogAimprov06,79.0,42493
Ses05F_impro06_F020,S, Thanks.,Ses05F_impro06,Fses05Aimprov06x20S,Session5,Session5/dialogAimprov06,42.0,22400
Ses05F_impro06_M019,N, No problem.,Ses05F_impro06,Mses05Aimprov06x19N,Session5,Session5/dialogAimprov06,55.0,29439
Ses05F_impro06_F021,S," It's really bizarre, you know, when you know somebody really well, and then...",Ses05F_impro06,Fses05Aimprov06x21S,Session5,Session5/dialogAimprov06,147.0,78399
Ses05F_impro06_F022,S, something happens and they die and it's like-,Ses05F_impro06,Fses05Aimprov06x22S,Session5,Session5/dialogAimprov06,202.0,107359
Ses05F_impro06_F023,S," really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",Ses05F_impro06,Fses05Aimprov06x23S,Session5,Session5/dialogAimprov06,200.0,106560
Ses05F_impro06_M020,S," Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",Ses05F_impro06,Mses05Aimprov06x20S,Session5,Session5/dialogAimprov06,172.0,91520
Ses05F_impro06_M021,N, yeah.,Ses05F_impro06,Mses05Aimprov06x21N,Session5,Session5/dialogAimprov06,49.0,26239
Ses05F_impro06_F024,S, [BREATHING],Ses05F_impro06,Fses05Aimprov06x24S,Session5,Session5/dialogAimprov06,47.0,24960
Ses05F_impro06_M022,N," Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess.",Ses05F_impro06,Mses05Aimprov06x22N,Session5,Session5/dialogAimprov06,384.0,204960
Ses05F_impro06_F025,S, yeah.,Ses05F_impro06,Fses05Aimprov06x25S,Session5,Session5/dialogAimprov06,56.0,29600
Ses05F_impro06_M023,N, That's the best way to put it.,Ses05F_impro06,Mses05Aimprov06x23N,Session5,Session5/dialogAimprov06,63.0,33440
Ses05F_impro06_F026,S, It's hard to say good-bye.,Ses05F_impro06,Fses05Aimprov06x26S,Session5,Session5/dialogAimprov06,119.0,63359
Ses05F_impro06_M024,N, Absolutely.,Ses05F_impro06,Mses05Aimprov06x24N,Session5,Session5/dialogAimprov06,59.0,31680
Ses05F_impro06_F027,S, [BREATHING],Ses05F_impro06,Fses05Aimprov06x27S,Session5,Session5/dialogAimprov06,54.0,28640
Ses05F_impro06_M025,N," Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be.",Ses05F_impro06,Mses05Aimprov06x25N,Session5,Session5/dialogAimprov06,342.0,181920
Ses05F_impro06_F029,S, yeah yeah.,Ses05F_impro06,Fses05Aimprov06x29S,Session5,Session5/dialogAimprov06,60.0,31680
Ses05F_impro07_F000,H, So guess what.,Ses05F_impro07,Fses05Aimprov07x00H,Session5,Session5/dialogAimprov07,58.0,30947
Ses05F_impro07_M000,H, what,Ses05F_impro07,Mses05Aimprov07x00H,Session5,Session5/dialogAimprov07,32.0,16884
Ses05F_impro07_F001,H, I got into college.,Ses05F_impro07,Fses05Aimprov07x01H,Session5,Session5/dialogAimprov07,83.0,44640
Ses05F_impro07_M001,H," Shut up.  What'd you get, where'd you get accepted to? please",Ses05F_impro07,Mses05Aimprov07x01H,Session5,Session5/dialogAimprov07,88.0,46880
Ses05F_impro07_F002,H, U.S.C..,Ses05F_impro07,Fses05Aimprov07x02H,Session5,Session5/dialogAimprov07,31.0,16319
Ses05F_impro07_M002,H," Oh, sweet.",Ses05F_impro07,Mses05Aimprov07x02H,Session5,Session5/dialogAimprov07,67.0,35680
Ses05F_impro07_F003,H, yeah.,Ses05F_impro07,Fses05Aimprov07x03H,Session5,Session5/dialogAimprov07,45.0,23840
Ses05F_impro07_M003,H, So you're not going to leave me.,Ses05F_impro07,Mses05Aimprov07x03H,Session5,Session5/dialogAimprov07,57.0,30399
Ses05F_impro07_F004,H, No.,Ses05F_impro07,Fses05Aimprov07x04H,Session5,Session5/dialogAimprov07,34.0,18240
Ses05F_impro07_M004,H," oh, good good good good good good.",Ses05F_impro07,Mses05Aimprov07x04H,Session5,Session5/dialogAimprov07,98.0,52718
Ses05F_impro07_F005,H, I'll stay in town.,Ses05F_impro07,Fses05Aimprov07x05H,Session5,Session5/dialogAimprov07,52.0,27680
Ses05F_impro07_M005,H, Are you going to live on campus?  Where are you going to live?,Ses05F_impro07,Mses05Aimprov07x05H,Session5,Session5/dialogAimprov07,65.0,34620
Ses05F_impro07_F006,H, Uh- I don't know.,Ses05F_impro07,Fses05Aimprov07x06H,Session5,Session5/dialogAimprov07,69.0,36960
Ses05F_impro07_M006,H, Uh! stay over here.  Like travel to school. because you are so close to me,Ses05F_impro07,Mses05Aimprov07x06H,Session5,Session5/dialogAimprov07,143.0,76159
Ses05F_impro07_F007,N," Well, I don't want to, I don't want to live with my mom.",Ses05F_impro07,Fses05Aimprov07x07N,Session5,Session5/dialogAimprov07,113.0,60159
Ses05F_impro07_M007,H," Okay, you're right, you're right, you're right,  right.  Maybe we should get a place together.",Ses05F_impro07,Mses05Aimprov07x07H,Session5,Session5/dialogAimprov07,125.0,66720
Ses05F_impro07_F008,H, Whoa.  What an idea.  Where would you want to live?,Ses05F_impro07,Fses05Aimprov07x08H,Session5,Session5/dialogAimprov07,150.0,79840
Ses05F_impro07_M008,H, That'll be awesome.,Ses05F_impro07,Mses05Aimprov07x08H,Session5,Session5/dialogAimprov07,74.0,39519
Ses05F_impro07_M009,H," I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so.",Ses05F_impro07,Mses05Aimprov07x09H,Session5,Session5/dialogAimprov07,231.0,123359
